23	92	39	2	74	52	2	81	6	17	85	30	37	24	77	91	63	45	28	61	80	92	30	24	1	98	37	84	13	64	97	15	69	99	7	72	41	7	20	85	22	83	73	21	32	45	6	44	17	52	53	50	99	46	77	61	75	88	55	28	41	26	6	57	25	96	62	88	28	52	45	90	9	91	64	66	33	92	81	91	51	8	17	51	22	10	98	46	0	2	13	21	72	27	91	22	60	81	41	33	
72	49	65	31	47	34	63	25	95	73	44	84	16	14	14	81	69	66	16	55	12	61	70	37	61	52	97	52	84	50	91	34	87	8	61	76	74	42	72	53	26	55	39	12	95	0	78	32	5	36	65	81	33	35	45	95	41	48	42	49	6	76	66	46	100	1	49	37	16	78	75	70	88	0	52	54	22	45	100	85	90	85	19	82	92	59	49	25	30	67	29	98	88	91	33	72	33	69	79	86	
55	80	12	42	11	35	75	58	15	98	58	99	31	81	96	40	92	6	28	33	7	29	37	64	1	82	0	23	39	33	85	94	83	46	56	62	13	54	87	93	53	12	94	55	32	60	94	69	4	67	89	53	83	38	44	6	33	77	87	76	69	90	0	9	51	69	87	39	50	30	25	75	41	47	17	51	99	5	43	27	100	28	74	42	4	38	15	65	14	2	13	1	29	19	96	53	69	52	15	40	
25	24	73	34	26	34	1	73	2	12	26	30	36	30	35	56	7	86	49	47	27	37	29	66	42	58	61	56	29	0	60	80	5	53	29	96	100	45	6	73	62	69	2	18	7	88	57	54	11	30	33	77	43	60	79	70	52	80	32	49	68	0	27	75	27	10	43	88	7	21	64	41	65	81	42	69	12	83	23	44	84	12	67	33	96	21	61	29	85	50	65	6	77	27	22	4	68	45	11	26	
96	100	90	65	47	13	17	78	34	60	74	65	49	32	19	81	96	74	79	44	82	66	97	92	20	7	81	56	73	34	19	69	39	73	72	46	62	56	23	83	88	77	78	60	21	1	18	14	64	66	28	8	52	17	44	76	80	57	21	82	71	28	74	39	72	6	96	42	55	55	58	81	23	6	28	94	69	76	89	68	9	58	87	18	26	69	45	47	7	94	98	48	0	70	72	33	90	4	82	31	
32	17	62	33	10	3	64	54	10	33	61	25	43	26	19	66	8	54	45	50	70	99	92	44	97	41	29	75	58	98	75	49	69	75	34	81	96	75	43	26	93	47	79	68	70	19	88	75	39	56	41	86	56	90	20	87	50	75	17	92	74	40	58	94	1	72	92	25	81	5	55	79	66	78	81	88	59	55	43	89	90	36	77	75	43	88	40	69	56	65	52	98	79	62	70	68	46	58	86	97	
89	71	61	17	91	18	98	19	44	33	33	93	40	74	77	46	33	68	89	66	21	97	30	100	65	42	53	2	74	25	37	41	46	69	3	19	12	58	69	91	46	11	11	46	8	51	49	39	85	60	93	51	82	60	45	54	100	76	28	72	37	55	26	1	0	7	84	67	57	100	52	51	26	99	82	83	30	38	27	29	79	8	46	38	66	7	62	39	76	37	22	6	31	85	43	12	26	5	13	46	
69	60	39	75	16	16	43	59	54	93	49	63	62	5	98	36	73	85	11	65	30	6	85	35	24	86	41	85	92	62	67	5	13	68	40	13	36	94	36	78	34	2	48	6	71	97	95	92	61	28	23	89	17	56	73	45	22	27	90	76	82	26	74	22	85	33	83	10	37	3	45	52	98	63	22	37	38	36	67	47	41	41	100	43	93	14	22	64	46	13	44	14	49	68	11	97	86	82	8	59	
29	53	13	37	31	93	50	59	43	18	12	1	95	94	28	0	90	79	54	80	86	70	87	70	85	93	23	83	19	1	25	45	46	70	71	45	18	69	63	16	0	42	26	3	18	14	2	81	24	26	76	4	70	46	84	59	8	28	41	19	84	24	46	72	28	61	73	23	50	58	65	51	3	38	25	31	81	26	91	56	13	90	22	32	20	38	88	49	52	8	24	45	34	61	27	12	79	49	44	5	
27	59	80	30	22	78	29	92	11	76	73	29	71	45	52	41	74	88	92	19	4	40	98	97	36	27	47	95	89	8	69	39	85	60	57	59	56	34	19	21	87	11	5	64	26	76	64	56	37	14	5	96	81	92	86	90	72	7	40	56	58	28	28	86	85	87	11	7	77	8	75	13	25	72	11	77	63	71	85	84	37	59	53	34	55	69	53	35	84	95	71	12	59	53	91	7	22	38	48	90	
23	11	23	67	37	46	31	19	54	36	28	54	89	71	36	84	58	69	29	74	83	30	71	1	70	38	6	70	87	17	74	14	43	100	72	49	68	7	81	63	54	84	28	34	42	68	14	14	27	30	65	53	48	7	11	22	34	35	56	12	18	60	84	67	8	98	59	70	17	79	71	65	0	61	42	15	27	5	61	56	66	34	12	83	21	35	100	17	59	91	14	19	49	54	5	65	56	0	64	9	
72	53	84	61	66	90	9	69	97	55	5	3	59	4	1	71	79	76	32	17	50	53	43	93	98	56	19	28	2	74	11	36	93	97	33	43	66	99	69	36	45	1	38	29	54	23	77	1	8	78	44	74	43	61	47	92	52	13	44	14	8	3	2	95	79	85	9	40	90	83	67	87	15	31	52	74	90	68	23	33	68	6	28	29	20	100	77	43	50	48	75	41	44	11	78	5	11	78	3	69	
84	73	29	100	69	73	91	76	59	20	36	24	39	92	97	54	40	83	26	30	63	80	64	55	41	59	6	69	79	50	7	76	69	40	3	73	41	26	69	29	44	28	92	32	53	53	79	56	62	54	64	87	66	52	55	9	5	23	89	67	56	51	59	17	83	27	51	91	16	67	80	83	56	96	97	83	3	92	98	53	72	64	45	23	12	100	30	52	88	35	21	49	14	94	46	98	16	42	53	100	
57	45	97	90	11	83	86	80	67	54	53	81	15	45	70	89	5	100	47	62	55	16	59	34	41	32	89	46	22	12	67	64	26	24	34	27	3	42	97	49	75	41	69	66	8	53	45	80	44	26	27	34	32	42	77	26	89	15	93	57	78	44	89	56	90	54	77	40	66	70	10	18	68	89	82	50	15	45	89	98	57	56	30	71	44	79	92	15	38	80	18	12	44	77	62	2	53	51	46	59	
79	52	32	16	97	69	53	68	34	82	54	74	29	40	42	44	33	82	10	0	36	47	30	17	37	10	76	46	38	51	75	51	49	10	59	36	97	34	4	85	18	19	2	50	37	85	98	45	68	59	54	27	9	7	40	54	52	59	65	85	13	100	79	10	27	35	50	98	47	97	56	84	92	14	9	90	2	86	89	2	73	45	92	8	69	36	83	70	37	27	30	88	50	47	32	41	38	70	42	43	
16	5	62	3	69	47	29	44	91	63	66	92	59	75	9	70	61	59	23	37	1	25	5	28	61	53	35	20	18	64	21	97	34	43	39	54	93	78	7	7	8	16	94	2	5	38	19	15	60	24	0	27	66	42	68	82	20	67	59	34	44	98	10	47	15	39	86	39	45	20	67	62	48	9	100	53	33	26	4	62	99	36	34	91	40	38	18	72	100	52	39	41	85	59	43	4	3	38	4	63	
